Order_ID,Gender_Category,Product_Category,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Order_Date,Sales_Channel,Region,Revenue
3934,Kids,Soccer,Mercurial Superfly,XL,3,3544.33,0.0,2025-01-25,Online,Kolkata,10632.99
3935,Women,Running,React Infinity,M,3,3544.33,0.0,2025-07-22,Retail,Pune,10632.99
3936,Kids,Lifestyle,Blazer Mid,M,3,3544.33,0.0,2023-07-28,Retail,Pune,10632.99
3937,Women,Running,React Infinity,M,1,9550.19,0.0,2024-12-07,Online,Hyderabad,9550.19
3938,Kids,Training,SuperRep Go,8,1,2823.65,0.0,2024-12-07,Online,Kolkata,2823.65
3939,Women,Training,ZoomX Invincible,M,0,9789.2,0.0,2025-01-22,Online,Bengaluru,0.0
3940,Kids,Running,React Infinity,11,0,9789.2,0.0,2024-12-30,Online,Hyderabad,0.0
3941,Men,Soccer,Phantom GT,11,0,9789.2,0.0,2024-12-30,Online,Pune,0.0
3942,Men,Lifestyle,Blazer Mid,M,1,3283.25,0.0,2024-04-27,Online,Delhi,3283.25
3943,Women,Soccer,Tiempo Legend,M,0,7253.3,0.45,2024-04-27,Retail,Bengaluru,0.0
3944,Men,Training,Metcon 7,M,1,7203.25,0.04,2024-10-12,Online,Bengaluru,6915.12
2002,Kids,Soccer,Phantom GT,XL,1,7203.25,0.0,2025-05-16,Online,Delhi,7203.25
3946,Men,Training,SuperRep Go,XL,1,7203.25,0.0,2024-08-23,Retail,Kolkata,7203.25
3947,Men,Training,SuperRep Go,XL,2,7203.25,0.0,2024-07-29,Retail,Kolkata,14406.5
3948,Women,Basketball,LeBron 20,L,4,7203.25,0.64,2024-07-29,Online,Delhi,10372.68
2003,Women,Lifestyle,Waffle One,L,4,7203.25,0.0,2025-03-03,Online,Kolkata,28813.0
3950,Kids,Running,React Infinity,XL,4,3474.66,0.0,2025-07-02,Online,Kolkata,13898.64
3951,Women,Soccer,Mercurial Superfly,XL,4,8290.97,0.0,2024-12-31,Online,Delhi,33163.88
3952,Women,Soccer,Mercurial Superfly,12,4,8290.97,0.83,2025-06-29,Online,Mumbai,5637.859600000001
3953,Women,Basketball,Air Jordan,XL,4,8290.97,0.0,2025-01-14,Retail,Delhi,33163.88
2042,Kids,Soccer,Tiempo Legend,L,4,8290.97,0.0,2024-12-30,Online,Delhi,33163.88
3955,Kids,Training,SuperRep Go,XL,3,2113.01,0.0,2025-01-16,Retail,Pune,6339.030000000001
3956,Women,Lifestyle,Air Force 1,XL,2,2113.01,0.0,2025-03-06,Online,Hyderabad,4226.02
3957,Men,Lifestyle,Waffle One,XL,4,2113.01,1.14,2025-06-26,Online,Hyderabad,-1183.2855999999992
3958,Women,Lifestyle,Dunk Low,XL,4,8614.93,0.0,2024-03-23,Retail,Kolkata,34459.72
3959,Kids,Lifestyle,Dunk Low,M,4,6091.98,0.0,2025-01-12,Retail,Mumbai,24367.92
3960,Women,Lifestyle,Dunk Low,9,1,2451.47,0.0,2025-06-22,Retail,Mumbai,2451.47
3961,Kids,Lifestyle,Waffle One,9,1,3369.14,0.0,2025-03-28,Online,Hyderabad,3369.14
2041,Kids,Soccer,Tiempo Legend,M,1,4414.63,0.0,2025-02-27,Online,Bengaluru,4414.63
3963,Men,Soccer,Mercurial Superfly,XL,1,6698.41,0.0,2025-02-27,Retail,Mumbai,6698.41
3964,Women,Training,ZoomX Invincible,XL,1,8141.77,0.0,2025-01-03,Retail,Kolkata,8141.77
3965,Kids,Soccer,Mercurial Superfly,M,0,8141.77,0.05,2025-01-03,Online,Hyderabad,0.0
3966,Kids,Training,Metcon 7,7,0,8141.77,0.0,2025-01-03,Retail,Mumbai,0.0
3967,Women,Lifestyle,Waffle One,7,0,8141.77,0.0,2025-01-03,Online,Bengaluru,0.0
3968,Kids,Lifestyle,Waffle One,M,0,8141.77,0.0,2024-12-05,Retail,Bengaluru,0.0
3969,Women,Lifestyle,Waffle One,XL,0,7922.86,0.0,2023-08-04,Retail,Mumbai,0.0
3970,Men,Soccer,Phantom GT,L,0,9990.8,0.0,2025-06-29,Retail,Kolkata,0.0
3971,Kids,Training,Metcon 7,6,1,7534.51,0.95,2025-02-11,Retail,Bengaluru,376.72550000000035
3972,Men,Running,Pegasus Turbo,XL,1,7534.51,0.0,2024-12-20,Retail,Bengaluru,7534.51
3973,Kids,Running,React Infinity,M,2,7534.51,0.0,2024-12-20,Online,Bengaluru,15069.02
3974,Men,Lifestyle,Dunk Low,L,4,7534.51,0.0,2024-03-22,Retail,Delhi,30138.04
3975,Women,Soccer,Tiempo Legend,M,3,7534.51,0.0,2025-03-22,Retail,Mumbai,22603.53
3976,Men,Training,SuperRep Go,L,4,7534.51,1.05,2024-12-12,Retail,Delhi,-1506.9020000000014
3977,Men,Soccer,Mercurial Superfly,L,0,7483.74,0.21,2025-05-11,Online,Delhi,0.0
3978,Women,Training,Flex Trainer,L,2,9847.52,0.0,2024-09-11,Retail,Delhi,19695.04
3979,Men,Training,ZoomX Invincible,M,3,4007.55,0.5,2025-06-11,Online,Pune,6011.325000000001
3980,Men,Training,SuperRep Go,10,4,4007.55,0.0,2025-07-07,Retail,Hyderabad,16030.2
3981,Men,Soccer,Premier III,L,4,4007.55,1.02,2023-12-21,Online,Delhi,-320.6040000000003
3982,Men,Basketball,Zoom Freak,L,4,8006.71,0.0,2024-10-16,Online,Bengaluru,32026.84
3983,Kids,Lifestyle,Waffle One,L,4,8918.66,0.22,2024-10-16,Online,Pune,27826.2192
3984,Women,Training,SuperRep Go,L,4,8918.66,0.0,2024-10-16,Retail,Pune,35674.64
2048,Kids,Basketball,Air Jordan,XL,2,8918.66,1.19,2024-02-14,Retail,Delhi,-3389.090799999999
3986,Kids,Running,Air Zoom,L,1,7945.46,0.0,2024-11-10,Retail,Mumbai,7945.46
3987,Kids,Basketball,Zoom Freak,L,2,7945.46,0.0,2024-08-18,Retail,Hyderabad,15890.92
3988,Kids,Lifestyle,Blazer Mid,M,4,7945.46,0.67,2024-10-10,Online,Pune,10488.007199999998
3989,Men,Training,Metcon 7,L,1,4431.62,0.0,2024-10-20,Online,Bengaluru,4431.62
3990,Kids,Basketball,Air Jordan,11,0,4431.62,0.0,2024-10-20,Online,Kolkata,0.0
3991,Men,Training,ZoomX Invincible,11,0,4431.62,0.1,2025-07-19,Online,Bengaluru,0.0
3992,Men,Lifestyle,Dunk Low,XL,1,4431.62,0.0,2025-01-13,Online,Pune,4431.62
3993,Kids,Lifestyle,Blazer Mid,7,1,7586.32,0.0,2025-04-25,Retail,Hyderabad,7586.32
3994,Kids,Basketball,Air Jordan,7,4,7586.32,0.0,2025-04-12,Retail,Bengaluru,30345.28
3995,Men,Lifestyle,Air Force 1,11,1,7586.32,0.47,2025-04-12,Online,Delhi,4020.7496
3996,Men,Running,React Infinity,11,2,7586.32,0.0,2025-04-12,Online,Bengaluru,15172.64
3997,Women,Lifestyle,Waffle One,M,4,7586.32,0.0,2024-01-24,Retail,Hyderabad,30345.28
3998,Men,Training,Flex Trainer,M,1,7586.32,0.0,2024-01-24,Online,Delhi,7586.32
3999,Kids,Lifestyle,Blazer Mid,7,1,7586.32,0.27,2024-09-16,Online,Kolkata,5538.013599999999
4000,Women,Basketball,Air Jordan,M,1,7586.32,0.11,2025-01-09,Retail,Kolkata,6751.824799999999
4001,Women,Basketball,Zoom Freak,L,0,7586.32,0.0,2025-01-09,Online,Mumbai,0.0
4002,Kids,Soccer,Mercurial Superfly,M,0,6056.88,0.0,2024-11-03,Retail,Mumbai,0.0
4003,Men,Lifestyle,Air Force 1,L,0,7165.28,1.17,2025-02-03,Retail,Mumbai,-0.0
4004,Men,Basketball,Air Jordan,XL,0,3730.58,0.06,2025-04-14,Retail,Delhi,0.0
4005,Kids,Training,Metcon 7,M,0,3730.58,0.0,2024-11-30,Online,Delhi,0.0
4006,Kids,Basketball,LeBron 20,12,0,7737.27,0.0,2024-11-30,Retail,Kolkata,0.0
4007,Kids,Soccer,Premier III,XL,0,7737.27,0.0,2025-01-10,Retail,Pune,0.0
4008,Men,Basketball,LeBron 20,9,3,7737.27,0.07,2023-12-15,Retail,Hyderabad,21586.9833
4009,Kids,Basketball,Zoom Freak,M,1,5091.2,0.0,2024-03-30,Retail,Mumbai,5091.2
2046,Men,Training,ZoomX Invincible,M,1,5091.2,0.0,2025-07-10,Retail,Pune,5091.2
4011,Women,Running,Air Zoom,M,4,4909.56,0.0,2025-07-04,Retail,Bengaluru,19638.24
4012,Men,Basketball,Zoom Freak,M,2,5879.06,0.47,2025-05-28,Retail,Hyderabad,6231.803600000001
4013,Women,Basketball,LeBron 20,10,2,3794.99,0.0,2025-07-04,Online,Hyderabad,7589.98
4014,Kids,Running,Air Zoom,L,4,5505.76,0.0,2024-08-04,Retail,Hyderabad,22023.04
4015,Men,Lifestyle,Air Force 1,L,4,5505.76,0.0,2025-07-05,Online,Bengaluru,22023.04
2021,Kids,Lifestyle,Waffle One,XL,1,4561.67,0.0,2024-02-13,Online,Pune,4561.67
4017,Kids,Training,Metcon 7,XL,1,9229.7,0.0,2025-03-20,Online,Mumbai,9229.7
4018,Women,Lifestyle,Blazer Mid,M,1,6469.59,0.36,2025-03-20,Retail,Mumbai,4140.537600000001
4019,Women,Soccer,Tiempo Legend,10,1,4052.25,0.66,2024-10-27,Online,Bengaluru,1377.7649999999999
4020,Women,Running,Pegasus Turbo,M,0,4052.25,0.0,2024-10-27,Retail,Bengaluru,0.0
4021,Women,Basketball,Kyrie Flytrap,6,0,7023.61,0.0,2024-10-27,Online,Delhi,0.0
4022,Kids,Training,Metcon 7,L,0,2376.12,0.0,2024-12-21,Online,Bengaluru,0.0
4023,Women,Running,Free RN,XL,0,2376.12,0.76,2024-11-28,Online,Hyderabad,0.0
4024,Men,Training,Metcon 7,M,0,2265.37,0.0,2024-08-29,Retail,Bengaluru,0.0
4025,Women,Basketball,Kyrie Flytrap,L,0,2265.37,0.0,2024-06-25,Retail,Kolkata,0.0
4026,Men,Basketball,Zoom Freak,XL,0,3731.78,1.12,2025-02-17,Online,Hyderabad,-0.0
4027,Men,Basketball,Air Jordan,XL,3,8050.32,0.0,2025-02-17,Retail,Delhi,24150.96
4028,Women,Running,Pegasus Turbo,9,3,4272.26,1.06,2025-01-12,Retail,Delhi,-769.0068000000007
4029,Kids,Training,Flex Trainer,XL,2,4272.26,0.0,2025-06-29,Retail,Bengaluru,8544.52
4030,Men,Lifestyle,Waffle One,L,2,4272.26,0.0,2025-04-28,Online,Kolkata,8544.52
4031,Men,Soccer,Phantom GT,L,2,4272.26,0.83,2025-04-28,Retail,Kolkata,1452.5684000000003
4032,Men,Running,Pegasus Turbo,10,4,4398.68,0.0,2025-04-28,Retail,Pune,17594.72
4033,Men,Lifestyle,Blazer Mid,L,4,4398.68,0.27,2025-04-28,Retail,Bengaluru,12844.1456
2020,Men,Running,Air Zoom,12,2,5614.96,0.0,2025-03-05,Online,Kolkata,11229.92
4035,Women,Training,ZoomX Invincible,L,1,5349.1,0.87,2025-01-11,Retail,Delhi,695.383
4036,Men,Soccer,Mercurial Superfly,M,1,5349.1,0.07,2025-01-11,Online,Mumbai,4974.663
4037,Women,Basketball,LeBron 20,XL,2,5349.1,0.74,2023-08-08,Retail,Delhi,2781.532
4038,Kids,Running,Pegasus Turbo,XL,2,5349.1,0.0,2025-03-04,Retail,Pune,10698.2
4039,Women,Lifestyle,Air Force 1,L,2,5103.01,0.0,2024-12-06,Online,Delhi,10206.02
2041,Men,Training,Metcon 7,12,2,2566.15,0.35,2025-07-05,Online,Hyderabad,3335.9950000000003
4041,Men,Running,Pegasus Turbo,12,2,2566.15,0.0,2024-09-09,Online,Mumbai,5132.3
4042,Kids,Lifestyle,Air Force 1,9,0,2566.15,0.0,2024-09-09,Online,Hyderabad,0.0
4043,Kids,Running,Air Zoom,9,4,5235.22,0.51,2025-05-28,Online,Hyderabad,10261.0312
4044,Women,Training,Flex Trainer,9,0,6687.28,0.0,2024-08-07,Online,Pune,0.0
2003,Women,Soccer,Premier III,L,2,5140.99,0.56,2024-08-03,Online,Kolkata,4524.071199999999
4046,Women,Running,React Infinity,L,2,5140.99,0.0,2025-02-20,Online,Pune,10281.98
4047,Men,Running,Air Zoom,12,2,2342.93,0.0,2025-02-20,Retail,Kolkata,4685.86
4048,Men,Running,Air Zoom,M,2,2342.93,0.0,2025-02-20,Retail,Delhi,4685.86
2046,Kids,Running,React Infinity,M,2,3750.77,0.71,2025-02-20,Online,Delhi,2175.4466
4050,Women,Running,Pegasus Turbo,XL,2,3750.77,0.0,2025-02-27,Online,Bengaluru,7501.54
4051,Kids,Training,Metcon 7,XL,2,7986.76,0.0,2024-10-11,Online,Hyderabad,15973.52
4052,Kids,Training,Flex Trainer,L,2,6952.66,0.0,2025-01-19,Online,Hyderabad,13905.32
4053,Women,Soccer,Phantom GT,6,2,3394.38,0.0,2025-03-02,Retail,Pune,6788.76
4054,Women,Lifestyle,Waffle One,6,1,3394.38,0.75,2024-05-09,Online,Mumbai,848.595
4055,Kids,Running,Air Zoom,L,1,8333.95,0.0,2024-05-09,Online,Mumbai,8333.95
4056,Kids,Running,Air Zoom,8,1,9700.41,0.0,2024-12-13,Retail,Hyderabad,9700.41
4057,Kids,Basketball,Kyrie Flytrap,M,1,9700.41,0.0,2023-09-22,Retail,Delhi,9700.41
4058,Kids,Basketball,Kyrie Flytrap,L,1,9700.41,0.34,2024-11-13,Online,Delhi,6402.270599999999
4059,Kids,Basketball,Air Jordan,L,1,9700.41,1.24,2025-02-03,Retail,Delhi,-2328.0984
4060,Women,Soccer,Tiempo Legend,L,1,8655.46,0.9,2024-08-20,Online,Pune,865.5459999999997
4061,Men,Basketball,Air Jordan,XL,0,7881.81,0.0,2024-08-20,Retail,Mumbai,0.0
4062,Men,Basketball,Zoom Freak,M,0,7881.81,0.48,2025-05-17,Online,Mumbai,0.0
4063,Kids,Lifestyle,Air Force 1,L,0,7881.81,0.38,2025-05-17,Online,Mumbai,0.0
4064,Men,Basketball,Air Jordan,L,4,7881.81,0.38,2024-09-24,Retail,Hyderabad,19546.8888
4065,Women,Basketball,LeBron 20,XL,4,7881.81,0.0,2024-12-08,Online,Pune,31527.24
4066,Kids,Running,React Infinity,L,4,6599.26,0.85,2025-06-29,Retail,Bengaluru,3959.5560000000005
4067,Men,Soccer,Mercurial Superfly,M,4,7408.31,0.0,2025-05-17,Online,Bengaluru,29633.24
4068,Men,Soccer,Tiempo Legend,10,1,9804.64,0.0,2025-05-17,Online,Pune,9804.64
2030,Women,Soccer,Premier III,L,1,9804.64,0.71,2025-02-08,Online,Bengaluru,2843.3456
4070,Kids,Basketball,Air Jordan,L,1,6966.16,0.24,2024-10-23,Retail,Pune,5294.2816
4071,Men,Lifestyle,Blazer Mid,L,1,5732.59,1.06,2024-10-23,Retail,Bengaluru,-343.95540000000034
4072,Men,Soccer,Premier III,L,2,5732.59,0.0,2025-05-20,Online,Pune,11465.18
4073,Kids,Training,Flex Trainer,M,2,5732.59,0.0,2024-11-30,Online,Kolkata,11465.18
4074,Kids,Basketball,LeBron 20,L,1,8673.78,0.0,2024-03-28,Retail,Mumbai,8673.78
4075,Kids,Running,Free RN,XL,1,9261.43,0.0,2025-05-30,Online,Delhi,9261.43
4076,Kids,Basketball,LeBron 20,XL,1,9261.43,0.33,2025-04-03,Online,Kolkata,6205.1581
4077,Men,Training,SuperRep Go,XL,1,9261.43,0.0,2025-04-03,Online,Mumbai,9261.43
4078,Women,Lifestyle,Air Force 1,9,1,8515.92,0.56,2025-01-01,Online,Mumbai,3747.0047999999997
4079,Kids,Lifestyle,Waffle One,XL,1,8515.92,1.03,2024-11-21,Retail,Delhi,-255.47760000000022
4080,Kids,Training,Flex Trainer,XL,1,8515.92,0.0,2024-11-27,Retail,Hyderabad,8515.92
4081,Men,Lifestyle,Waffle One,XL,1,4902.19,0.25,2024-11-27,Retail,Bengaluru,3676.6425
4082,Kids,Soccer,Mercurial Superfly,M,1,8233.64,0.0,2025-04-07,Retail,Bengaluru,8233.64
4083,Men,Training,Flex Trainer,L,1,8711.81,0.0,2025-03-29,Online,Bengaluru,8711.81
4084,Kids,Running,Air Zoom,7,1,2108.04,0.0,2025-03-29,Retail,Kolkata,2108.04
4085,Men,Lifestyle,Dunk Low,L,4,4537.02,1.19,2025-01-21,Online,Bengaluru,-3448.1351999999993
4086,Women,Running,Air Zoom,XL,3,4537.02,0.0,2025-04-03,Online,Pune,13611.060000000001
4087,Men,Basketball,LeBron 20,XL,2,5649.73,1.09,2024-03-13,Retail,Hyderabad,-1016.9514000000008
4088,Men,Training,Flex Trainer,M,2,5649.73,0.41,2025-03-16,Retail,Mumbai,6666.6814
4089,Women,Running,React Infinity,M,1,5109.51,0.0,2025-02-15,Online,Bengaluru,5109.51
4090,Men,Lifestyle,Air Force 1,L,1,5109.51,0.0,2025-06-26,Retail,Delhi,5109.51
4091,Kids,Running,Free RN,L,1,8331.85,0.0,2025-06-26,Retail,Kolkata,8331.85
4092,Women,Lifestyle,Air Force 1,XL,1,9861.8,0.0,2024-10-23,Online,Delhi,9861.8
4093,Women,Lifestyle,Waffle One,11,4,8888.58,0.0,2024-10-23,Retail,Kolkata,35554.32
4094,Kids,Soccer,Tiempo Legend,9,1,4094.79,0.0,2025-05-18,Online,Hyderabad,4094.79
4095,Men,Running,Free RN,XL,1,7129.09,0.0,2025-05-18,Online,Pune,7129.09
4096,Women,Soccer,Phantom GT,8,0,3443.1,0.0,2024-04-03,Online,Pune,0.0
4097,Men,Basketball,Kyrie Flytrap,XL,0,3443.1,0.0,2024-09-17,Retail,Hyderabad,0.0
4098,Men,Lifestyle,Waffle One,L,0,8864.29,0.0,2024-09-11,Retail,Bengaluru,0.0
4099,Women,Soccer,Tiempo Legend,L,1,8864.29,0.0,2025-03-15,Online,Pune,8864.29
4100,Men,Running,Pegasus Turbo,L,1,3315.29,0.0,2024-03-19,Online,Delhi,3315.29
4101,Men,Soccer,Mercurial Superfly,L,1,2475.41,0.0,2024-07-10,Retail,Delhi,2475.41
4102,Men,Basketball,LeBron 20,L,1,2475.41,0.0,2025-06-20,Retail,Mumbai,2475.41
4103,Men,Lifestyle,Waffle One,L,2,2475.41,0.0,2025-06-20,Retail,Hyderabad,4950.82
4104,Kids,Basketball,Zoom Freak,11,2,3489.95,0.0,2025-07-16,Online,Bengaluru,6979.9
4105,Men,Running,Pegasus Turbo,XL,2,3489.95,0.0,2024-05-25,Retail,Bengaluru,6979.9
2030,Men,Soccer,Phantom GT,XL,2,3998.0,0.0,2024-05-25,Online,Bengaluru,7996.0
4107,Kids,Running,React Infinity,L,2,2767.55,0.0,2025-04-27,Retail,Hyderabad,5535.1
4108,Kids,Running,Pegasus Turbo,L,2,2767.55,0.19,2023-11-25,Online,Kolkata,4483.4310000000005
4109,Kids,Training,SuperRep Go,12,2,9731.83,0.0,2024-11-29,Online,Mumbai,19463.66
4110,Men,Training,Metcon 7,M,2,4934.05,0.41,2024-08-26,Retail,Hyderabad,5822.179000000001
4111,Women,Lifestyle,Waffle One,L,1,4934.05,0.83,2024-11-26,Retail,Bengaluru,838.7885000000002
4112,Women,Running,React Infinity,L,1,6254.85,0.0,2025-04-22,Online,Delhi,6254.85
4113,Kids,Basketball,Zoom Freak,L,2,6435.66,1.05,2025-05-12,Online,Bengaluru,-643.5660000000006
4114,Kids,Training,Metcon 7,XL,4,4307.83,0.0,2025-07-13,Retail,Bengaluru,17231.32
4115,Men,Basketball,Air Jordan,M,4,4613.79,0.0,2025-05-14,Retail,Delhi,18455.16
4116,Women,Lifestyle,Air Force 1,9,4,3854.22,0.0,2024-08-19,Online,Pune,15416.88
4117,Women,Basketball,Zoom Freak,M,4,9501.67,0.51,2024-10-03,Online,Hyderabad,18623.2732
4118,Kids,Basketball,LeBron 20,XL,4,5355.64,0.0,2025-05-21,Retail,Mumbai,21422.56
4119,Kids,Training,ZoomX Invincible,M,0,8849.62,0.69,2024-08-25,Online,Mumbai,0.0
4120,Women,Basketball,Zoom Freak,M,0,2763.46,1.23,2024-08-25,Online,Delhi,-0.0
4121,Kids,Training,ZoomX Invincible,6,0,2763.46,1.0,2024-11-07,Retail,Bengaluru,0.0
4122,Kids,Lifestyle,Dunk Low,11,1,8184.99,0.0,2025-06-18,Retail,Mumbai,8184.99
4123,Women,Running,Air Zoom,XL,1,8184.99,0.0,2025-06-18,Retail,Hyderabad,8184.99
4124,Kids,Basketball,LeBron 20,M,1,4690.15,0.0,2023-10-16,Online,Delhi,4690.15
4125,Men,Soccer,Tiempo Legend,M,1,4690.15,0.0,2023-10-16,Retail,Kolkata,4690.15
4126,Women,Training,SuperRep Go,10,1,4690.15,0.0,2025-07-20,Retail,Delhi,4690.15
4127,Women,Running,Free RN,L,1,4690.15,0.49,2024-12-21,Online,Kolkata,2391.9764999999998
4128,Women,Lifestyle,Air Force 1,9,3,2566.91,0.08,2024-12-21,Online,Mumbai,7084.6716
4129,Men,Running,Pegasus Turbo,9,3,3445.62,0.24,2025-03-02,Retail,Kolkata,7856.0136
4130,Men,Running,Air Zoom,XL,3,2776.53,0.0,2025-03-02,Online,Mumbai,8329.59
4131,Women,Running,React Infinity,L,3,2081.15,0.9,2024-11-16,Online,Bengaluru,624.3449999999999
4132,Women,Lifestyle,Dunk Low,XL,3,5087.72,0.07,2024-08-08,Online,Hyderabad,14194.7388
4133,Men,Basketball,Air Jordan,L,3,4105.06,0.0,2024-11-09,Online,Mumbai,12315.18
4134,Women,Training,ZoomX Invincible,12,1,3860.5,1.11,2024-11-09,Retail,Delhi,-424.65500000000037
4135,Men,Training,SuperRep Go,12,2,3860.5,0.0,2024-10-14,Retail,Delhi,7721.0
4136,Kids,Lifestyle,Air Force 1,6,0,2310.45,0.0,2024-11-16,Online,Delhi,0.0
4137,Women,Basketball,LeBron 20,6,0,2310.45,0.0,2025-01-02,Retail,Hyderabad,0.0
4138,Kids,Running,Free RN,6,0,6465.53,1.13,2025-07-13,Retail,Pune,-0.0
4139,Women,Training,Flex Trainer,6,0,6465.53,0.0,2024-12-31,Online,Kolkata,0.0
4140,Women,Running,Air Zoom,XL,1,2406.03,0.0,2025-04-28,Online,Bengaluru,2406.03
4141,Men,Training,ZoomX Invincible,7,1,2406.03,0.0,2024-12-21,Online,Bengaluru,2406.03
4142,Kids,Training,Flex Trainer,L,1,2840.97,0.87,2024-12-21,Online,Bengaluru,369.3261
4143,Women,Running,React Infinity,L,1,2335.82,0.0,2025-03-26,Retail,Delhi,2335.82
4144,Men,Training,ZoomX Invincible,XL,1,2335.82,0.0,2025-03-26,Online,Bengaluru,2335.82
4145,Kids,Soccer,Tiempo Legend,M,2,7659.09,0.0,2025-03-26,Retail,Delhi,15318.18
4146,Kids,Lifestyle,Blazer Mid,10,1,7659.09,0.0,2023-08-27,Online,Mumbai,7659.09
4147,Men,Basketball,Zoom Freak,L,1,7659.09,0.0,2024-11-26,Online,Delhi,7659.09
4148,Kids,Soccer,Phantom GT,7,3,5943.25,0.0,2025-07-18,Retail,Pune,17829.75
4149,Women,Training,SuperRep Go,10,4,5716.52,0.0,2024-09-14,Retail,Pune,22866.08
4150,Men,Basketball,Zoom Freak,11,1,7282.99,0.81,2024-12-17,Retail,Pune,1383.7680999999995
4151,Kids,Training,Metcon 7,M,1,7282.99,0.05,2024-10-10,Retail,Kolkata,6918.840499999999
4152,Men,Basketball,Kyrie Flytrap,XL,1,8736.2,0.0,2024-08-07,Online,Mumbai,8736.2
4153,Women,Running,Pegasus Turbo,XL,2,8736.2,0.0,2025-02-13,Retail,Kolkata,17472.4
4154,Women,Soccer,Tiempo Legend,L,1,8736.2,0.0,2025-02-13,Online,Bengaluru,8736.2
4155,Kids,Training,Flex Trainer,M,1,8736.2,0.94,2025-02-13,Retail,Bengaluru,524.1720000000005
4156,Men,Running,React Infinity,M,3,7417.67,0.0,2024-05-20,Online,Mumbai,22253.010000000002
4157,Men,Basketball,Zoom Freak,XL,3,8683.8,0.0,2025-07-09,Retail,Delhi,26051.399999999998
4158,Women,Lifestyle,Blazer Mid,L,2,8683.8,0.0,2024-08-18,Online,Hyderabad,17367.6
4159,Women,Running,React Infinity,XL,2,8683.8,0.0,2024-08-18,Online,Delhi,17367.6
4160,Men,Lifestyle,Air Force 1,XL,1,6148.9,0.0,2024-08-18,Online,Delhi,6148.9
4161,Men,Running,Air Zoom,L,1,3782.59,0.4,2025-04-16,Online,Kolkata,2269.554
4162,Men,Training,SuperRep Go,XL,1,3782.59,0.0,2025-04-16,Online,Pune,3782.59
4163,Men,Training,SuperRep Go,L,0,2196.67,0.0,2024-09-12,Retail,Hyderabad,0.0
4164,Men,Soccer,Tiempo Legend,XL,0,2196.67,0.0,2025-07-21,Online,Bengaluru,0.0
4165,Women,Training,SuperRep Go,XL,1,3354.93,0.26,2024-11-20,Online,Bengaluru,2482.6481999999996
4166,Women,Soccer,Phantom GT,8,0,3354.93,0.0,2025-03-05,Online,Delhi,0.0
4167,Men,Basketball,Kyrie Flytrap,XL,1,3354.93,0.0,2025-03-05,Retail,Hyderabad,3354.93
4168,Kids,Running,Free RN,10,4,8320.11,0.0,2024-06-09,Retail,Mumbai,33280.44
4169,Men,Basketball,LeBron 20,L,1,8320.11,0.0,2024-06-09,Retail,Delhi,8320.11
4170,Men,Lifestyle,Blazer Mid,XL,1,3297.7,1.05,2024-08-15,Online,Bengaluru,-164.88500000000013
4171,Men,Running,React Infinity,M,1,9303.8,0.0,2024-12-21,Retail,Delhi,9303.8
4172,Women,Soccer,Mercurial Superfly,L,1,6633.14,0.0,2025-01-21,Retail,Bengaluru,6633.14
4173,Men,Soccer,Tiempo Legend,M,1,6633.14,0.0,2025-01-21,Online,Hyderabad,6633.14
4174,Women,Soccer,Tiempo Legend,XL,1,6633.14,0.0,2025-03-08,Retail,Kolkata,6633.14
4175,Men,Basketball,Air Jordan,XL,1,6633.14,0.0,2025-03-08,Retail,Kolkata,6633.14
4176,Women,Training,ZoomX Invincible,M,1,6633.14,0.0,2023-09-02,Retail,Hyderabad,6633.14
4177,Kids,Training,Metcon 7,M,3,6633.14,0.0,2023-09-02,Online,Mumbai,19899.420000000002
4178,Men,Basketball,Air Jordan,L,3,6633.14,0.0,2024-08-26,Retail,Hyderabad,19899.420000000002
4179,Women,Running,React Infinity,XL,3,6633.14,0.0,2025-06-01,Retail,Mumbai,19899.420000000002
4180,Men,Running,Pegasus Turbo,M,3,9335.57,0.0,2025-06-04,Retail,Kolkata,28006.71
4181,Women,Running,Free RN,M,3,9335.57,0.0,2025-04-05,Retail,Delhi,28006.71
4182,Men,Lifestyle,Dunk Low,XL,1,9335.57,0.0,2024-12-02,Retail,Mumbai,9335.57
4183,Men,Lifestyle,Air Force 1,11,2,8647.63,0.0,2025-03-23,Retail,Pune,17295.26
4184,Women,Basketball,LeBron 20,10,3,9872.08,0.0,2025-03-23,Online,Bengaluru,29616.239999999998
4185,Women,Training,ZoomX Invincible,6,3,9872.08,0.0,2025-02-01,Online,Hyderabad,29616.239999999998
4186,Men,Basketball,LeBron 20,XL,0,9872.08,0.17,2025-03-10,Online,Bengaluru,0.0
4187,Women,Training,Flex Trainer,L,0,5363.84,0.95,2025-03-10,Retail,Hyderabad,0.0
2050,Kids,Soccer,Tiempo Legend,L,0,3339.95,0.0,2023-09-30,Online,Pune,0.0
4189,Kids,Soccer,Phantom GT,9,4,3339.95,0.97,2023-09-30,Retail,Hyderabad,400.7940000000003
2043,Men,Training,Flex Trainer,XL,4,3339.95,0.12,2023-09-30,Online,Pune,11756.624
4191,Men,Running,React Infinity,M,1,3339.95,0.0,2024-07-22,Online,Pune,3339.95
4192,Men,Lifestyle,Waffle One,M,1,3339.95,1.0,2025-05-26,Retail,Delhi,0.0
